Resight ID,Rankings,Name,Position,Location,Organisation,Bio,Sophistication score,S Tech and data,S Pricing,S Talent development,Experience score,numberOfReferences,E Service,E Expertise,E Commerciality,E Communication,E EQ,E Strategy,E Network,E Leadership,CaseTitle1,CaseSlug1,CaseTitle2,CaseSlug2,CaseTitle3,CaseSlug3
IND00580,Private Capital,Nandish Vyas,Senior Partner,Mumbai,AZB & Partners,"Nandish Vyas’s practice has evolved with a growing focus on private credit, which now represents around 10–20% of his work. This shift is driven by demand from leading institutional investors, including Goldman Sachs, KKR, TPG, Lighthouse and Bain.

He is recognised by peers for both his deal volume and his consistency across complex, time-sensitive transactions. This combination of credibility and clarity in communication has made him a preferred adviser to repeat sponsors.

Supported by strong institutional relationships and a reputation for reliable delivery, Nandish is well placed to capture opportunities across emerging areas within private capital. His practice continues to expand in step with investor needs, reflecting a track record built on adaptability, trust and sustained performance.",8.7,9,7,-,9.8,4,9.5,10,10,10,9.5,9.5,9.5,9.5,-,-,-,-,-,-
IND00582,Private Capital,Nanditha Gopal,Senior Partner,Bengaluru,AZB & Partners,"Nanditha Gopal’s practice at AZB & Partners includes a mixture of private equity and venture capital clients. Her instruction metrics demonstrate steady deal activity, but her real strength lies in the calibre of her clients, which split roughly 70/30 between international and domestic firms, including Peak XV, Tiger Global and Vitruvian Partners. 

Nanditha is well recognised across directories and in the media, while clients particularly value her communication skills and emotional intelligence. Her data fluency is also strong, supported by AZB & Partners’ recent adoption of AI platform Harvey, which is helping accelerate research and diligence, as well as the previously laborious process of collecting client-specific deal data. ",8,8,7,-,8.8,2,9,9,9,10,10,9,8,8,-,-,-,-,-,-
IND00130,Private Capital,Nidhi Killawala,Partner,Delhi,Khaitan & Co,"A partner at Khaitan & Co., Nidhi Killawala has a practice that caters to both private equity and venture capital clients, though with a strong tilt to the latter. Observing how traditional PE players have moved into VC territory as market dynamics shift, she has positioned herself to guide clients through this blurred landscape. 

Nidhi’s instruction metric is built on entrenched, long-term relationships with leading growth capital investors, including Peak XV Partners, ChrysCapital, Lightspeed Venture Partners, General Catalyst, Z47Partners and SoftBank Vision Fund. She has worked on a good number of transactions over the research period, mainly on mid-ticket deal sizes.

Most notably, Nidhi has handled the majority of SoftBank Vision Fund's work in India since 2019, demonstrating the depth of its trust in her, and the consistency of her counsel. 

Her practice reflects the reality that India's growth capital market defies simple categorisation, requiring advisers who understand both venture-style investments and traditional PE structuring. Clients return to Nidhi because she combines technical excellence with the commercial understanding that comes from years working with leading global funds.",9.6,10,8,-,8.8,2,9,10,9,9,9,9,9,9,-,-,-,-,-,-
IND00132,Private Capital,Nikhil Narayanan,Partner,Delhi,Khaitan & Co,"Nikhil's instruction performance demonstrates good deal volume and deal value, translating into relationships with clients including Cerberus Capital, Silver Point Capital, and national sovereign wealth funds around the Gulf, where he focuses on private credit alongside strategic work at Khaitan & Co. 

What distinguishes Nikhil is his combination of technical thought leadership, substantial time devoted to training and mentoring young lawyers, and an approach that integrates commercial and legal perspectives. His focus on maintaining visibility throughout transactions and presenting information in client-preferred formats has built client confidence.

Nikhil is recognised in directories for his broad M&A practice, but not specifically for private equity. And while recommended by peers, he did not have a significant media profile on private capital topics in the past 12 months, giving him a lower than average reputation score. ",9.6,10,8,-,9.6,5,10,9.6,9.2,9.2,9.2,9.6,10,9.2,-,-,-,-,-,-
IND00760,Private Capital,Nishant Parikh,Partner,Mumbai,Trilegal,"Nishant Parikh operates one of the strongest private credit practices in the Indian market, and achieves strong sophistication and instruction scores. He advises leading global capital providers including Blackstone, Carlyle, BlackRock and British International Investment which positions him at the centre of large-scale credit deployments in India. His work often involves complex capital stacks and multi-lender scenarios that require strong stakeholder management and precise risk allocation.

His practice also benefits from the firm’s internal coordination of transaction knowledge and tracking of live market terms, helping institutional clients maintain consistency across portfolios.

Nishant’s overall ranking reflects the strength of his current mandates and the trust placed in him for strategically important credit transactions.",8.7,9,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IND02476,Private Capital,Nishchal Joshipura,Leader,Mumbai,Nishith Desai Associates,"Nishchal Joshipura is a private equity and venture capital partner at Nishith Desai Associates in Mumbai. His practice offers valuable breadth in a market where boundaries between deal types and practice areas are increasingly hazy. 

Recent clients include GIC and WestBridge Capital, while Nishchal also has longstanding relationships with TPG and Temasek, and with VCs investing in unicorns. His instructions score reflects a relatively low transaction volume, but each deal represents significant value for an important institutional client.

The firm’s sophisticated technology and knowledge systems support cross-border execution and process discipline in a practice that emphasises precise, transaction-focused advice for institutional clients.",8.2,8,8,-,8.5,1,10,10,10,10,10,10,10,10,-,-,-,-,-,-
IND00356,Private Capital,Nivedita Rao,Partner (Deputy Head â€“ Corporate),Bengaluru,Cyril Amarchand Mangaldas,"Nivedita Rao has a strong client base and acted on recent mandates for KKR and Deccan Value Investors. These relationships reflect the confidence that sophisticated clients place in her capacity to navigate complex private equity deals and deliver clear, commercially grounded advice.

Nivedita was recommended by peers, and has a good media profile, but receives less recognition for private capital work in traditional directories. In these, she is more likely to be featured for her broader corporate and M&A practice.  

Nivedita’s approach is shaped by three core priorities: aligning with the commercial objectives of her clients, interpreting and responding to India’s evolving regulatory regime, and engaging effectively with regulators and key stakeholders to support successful outcomes. She receives top scores from clients across almost every indicator, although she received fewer client reviews than some of her higher rated peers, bringing down her overall experience score. ",8.2,8,8,-,9.8,3,10,9.3,10,10,10,9.3,10,9.3,-,-,-,-,-,-
IND00765,Private Capital,Pranav Atit,Partner,Mumbai,Trilegal,"Pranav Atit’s ranking puts him in the top 10 in the market for the sophistication of his practice. He is a strong user of Trilegal’s AI and other tech tools and structured knowledge systems in his client work. 

His instruction metrics show strong transaction value, with mandates from clients such as Carlyle, Goldman Sachs, Apis Partners, BPEP India, Everstone and NIIF. He receives instructions from leading institutional sponsors on complex buy-side matters.

His reputation metrics show a lower market profile than many peers in the top 50 list. However, the consistency and profile of the transactions he handles point to a steadily increasing presence acting for private equity sponsors, underpinned by analytical discipline and efficient deal delivery.

Overall, Pranav’s practice combines a data-driven approach with substantial transaction value. Clients particularly commended his service, emotional intelligence and leadership skills.  ",9.4,10,7,-,9,2,9,10,10,9,10,8,9,10,-,-,-,-,-,-
IND00164,Private Capital,Rabindra Jhunjhunwala,Partner,Mumbai,Khaitan & Co,"Rabindra Jhunjhunwala's client experience scores place him first in the market, anchored by exceptional ratings from a large number of clients, including perfect scores for service and emotional intelligence. This reflects a strong relationship-driven built on practical advice, responsiveness and billing transparency. He has recently acted for EQT, General Atlantic, Apax and Nordic Capital. 

His practice focuses predominantly on cross-border work, collaborating extensively with German and international firms across healthcare, industrials, financial services, infrastructure and global capability centres. 

Rabindra is primarily known by peers and in directories for his broader corporate and M&A practice, but is also included in this private capital ranking for the significant work he handles for PE clients.",9.6,10,8,-,9.9,9,9.6,10,9.8,9.8,10,9.8,9.8,9.8,-,-,-,-,-,-
IND00508,Private Capital,Raghubir Menon,"Partner & Regional Head of M&A, Private Equity, and General Corporate",Mumbai,Shardul Amarchand Mangaldas & Co.,"Raghubir Menon's reputation as one of the India’s finest dealmakers is supported by client and peer recommendations and a strong profile in legal directories. He is known as a strategic leader, praised for guiding strong teams through complex mandates. 

His practice attracts institutional clients who demand both technical excellence and commercial acumen. Raghubir’s reputation stems not from volume but from the complexity and significance of his transactions.

Ranked 2nd on the ‘Instructions’ score, Raghubir's standing comes from his premier client base, which includes KKR, GIC, Blackstone and General Atlantic. His clients rate their experience of working with him as high across the eight indicators, with perfect scores for expertise, commerciality, network and leadership. xpertise, network and leadership.  ",8.2,8,8,-,9.8,5,10,9.6,10,9.6,9.6,10,9.2,10,-,-,-,-,-,-
IND00369,Private Capital,Ravindra Bandhakavi,Partner (Head-Private Equity),Delhi,Cyril Amarchand Mangaldas,"Ravindra Bandhakavi, senior partner at Cyril  Amarchand Mangaldas, runs a private equity practice out of Delhi. His reputation metrics show excellent directory recognition and a strong media profile.
 
His deal volume score is higher than the market average, and he has handled a number of high value deals in the time period. Ravindra has cultivated relationships with institutional investors including ADIA, Goldman Sachs, West Bridge, BII and Multiples, with concentrated work for sovereign wealth funds, pension funds and multilateral organisations across infrastructure, financial services and healthcare sectors.

Ravindra maintains a high volume of work through responsive, practical advice combined with a willingness to connect clients with specialist counsel when transactions demand different expertise.",7.5,7,8,-,9.3,2,10,10,10,9,10,10,10,9,-,-,-,-,-,-
IND00370,Private Capital,Reeba Chacko,Partner & Head of Corporate,Bengaluru,Cyril Amarchand Mangaldas,"Clients highly rate Reeba Chacko’s expertise, service, communication, strategy and leadership, making her one of the best known and respected private capital practitioners in the Indian market. Her client base includes KKR, Blackstone, Bain, Temasek, CPPIB and Peak XV. Her ability to lead transactions involving layered commercial interests, regulatory navigation and large capital commitments was showcased on the Alpha Wave Ventures’ acquisition and development financing in Mumbai.

Reeba brings a strong strategic lens to deal structuring, particularly in the technology, financial services and real estate sectors. Reeba’s approach to deal-making includes her ability to anticipate governance tensions, align investor protections early, and maintain constructive negotiation dynamics. 

Reeba’s ranking reflects a practice that blends sophisticated cross border execution with board level advisory strength. She is viewed as a senior figure who shapes outcomes in the most sensitive private capital mandates.",8.2,8,8,-,8.1,1,10,10,10,10,8,8,10,10,-,-,-,-,-,-
IND00594,Private Capital,Roxanne Anderson,Senior Partner,Mumbai,AZB & Partners,"With a practice spanning the three specialisms this ranking covers, Roxanne Anderson, a senior partner at AZB & Partners, is a trusted adviser to major global private capital sponsors, including various KKR subsidiaries. Her experience includes acting for investors and multinational corporations on high-value cross-border acquisitions and private capital transactions in regulated sectors, such as supporting KKR on a private credit investment in healthcare.

Roxanne's practice reflects an ability to manage complex diligence and regulatory interfaces where global approval pathways, legacy liabilities and capital structuring require precision. She has a solid reputation across the market, receiving the average number of peer recommendations despite lower profile in directory rankings. 

Her work on cross-border mandates where sophisticated sponsors expect alignment of legal, commercial and regulatory demands is driving growing visibility for Roxanne in the market. She receives high ratings from clients across indicators, but a lower number of reviews were received during the research period, bringing down her total experience score. ",8.7,9,7,-,8.5,1,10,10,10,10,10,10,10,10,-,-,-,-,-,-
IND00378,Private Capital,S. Harish,Partner,Bengaluru,Cyril Amarchand Mangaldas,"S. Harish is a partner at Cyril Amarchand Mangaldas who splits his practice between private equity and venture capital work. His client list demonstrates a slight tilt towards smaller start-ups and venture capital clients, but he has represented institutional investors such as Temasek and AlphaWave on various high-value deals.

S. Harish's reputation score is largely based on his engagement with the media, in which he is significantly above the market average. He also receives coverage across external directories and was recommended by peers.",8.2,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IND00782,Private Capital,Sai Krishna Bharathan,Partner,Mumbai,Trilegal,"Sai Krishna Bharathan’s instruction metrics reflect high deal volume across private capital and real estate–linked investments, with key clients including GIC Singapore, ADIA, Morgan Stanley Real Estate, CPPIB, Actis and RMZ Corp. 

Previously at AZB & Partners, he advises sovereign wealth funds and institutional investors on a wide range of transactions, from large-scale property acquisitions to corporate investments and platform-level deals. His reputation is reinforced by directory recognition and consistent client feedback highlighting his ability to manage technically challenging mandates.

Sai Krishna combines expertise across real estate assets, investment platforms and fund structures. Known for technical proficiency and sector insight, Sai supports institutional investors deploying capital across both property markets and adjacent private capital opportunities.",8.7,9,7,-,8.3,1,10,10,8,10,10,10,10,10,-,-,-,-,-,-
IND02506,Private Capital,Sharda Balaji,Founder,Bengaluru,NovoJuris,"As well as managing NovoJuris, the firm she founded in 2008, Sharda Balaji is a venture capital lawyer who deals predominantly with high-profile start-ups and unicorns in the technology sector. Her strong client list has propelled her into the top 50 this year.

Sharda’s reputation score draws on a high media profile. Her work is frequently reported and she has written on topics including emerging trends in AI law and business.

Although she scores highly on all experience indicators, her lower overall score includes a lower number of client ratings received during the research period than some peers.",6.8,7,5,-,10,3,10,10,10,10,10,10,10,10,-,-,-,-,-,-
IND00391,Private Capital,Shishir Jose Vayttaden,Partner,Mumbai,Khaitan & Co,"Shishir Jose Vayttaden is one of Khaitan & Co.’s leading private equity practitioners, having joined from Cyril Amarchand Mangaldas in 2024. His reputation is anchored in strong peer recognition, with fellow practitioners frequently citing his judgement and execution strength. His key client relationships include Blackstone, Warburg Pincus and Multiples, who value the continuity and quality of his counsel on major transactions.

Institutional investors commend his ability to manage complex, large-scale mandates with consistency and precision, reflected in a sophistication score in the top half of the market. Their sustained confidence in his technical execution and strategic judgement supports long-term relationships and reinforces his position as a trusted adviser within India’s private capital ecosystem.",9.6,10,8,-,9.8,4,10,9,10,10,9.5,9.3,9.8,9.8,-,-,-,-,-,-
IND01585,Private Capital,Shuva Mandal,Chairman and Managing Partner,Mumbai,Anagram Partners,"Shuva Mandal’s instruction metrics are anchored in high-value mandates for prominent private equity investors such as CVC, Goldman Sachs and Valiant Capital. His client mix reflects continued engagement from both Indian and international funds, signalling trust in his judgment on significant deployment decisions. 

Shuva founded Anagram Partners in 2021, and working within a smaller firm and team, handled a lower total value and volume of work in our research over the past 12 months than peers at the largest five firms. 

What distinguishes him within this group is his depth in governance and longer-term strategic input on buyouts, supported by his experience as group general counsel at Tata and reinforced by longstanding institutional relationships across varied transaction types. 

Shuva was also an early mover in adopting AI. The firm has developed AI-tools and workflows to support their transactional work, positioning them alongside or ahead of larger law firms on this metric of practice sophistication. ",-,8,4,-,9.1,2,9,10,10,10,9,10,8,10,-,-,-,-,-,-
IND00218,Private Capital,Siddarth Shah,Partner,Mumbai,Khaitan & Co,"Siddarth Shah operates across the full spectrum of private capital at Khaitan & Co - private equity, venture capital and private credit. His practice spans fund formation and deployment for institutional investors, including advising Kedaara Capital on one of India’s largest domestically-sponsored funds - its $1.73bn fourth fund in GIFT City.

Client relationships span premier international and domestic firms, including Brookfield, ChrysCapital and Kotak Alternatives, alongside sovereign wealth funds and government investors. 

His top 25 reputation draws on particularly high directory and media profile scores.

Siddarth also receives a high sophistication of practice score, particularly in the data-driven practice metric. He receives a top score in this area for deployment of proprietary deal analytics, leveraging Khaitan's accumulated transaction data to enhance efficiency and provide clients with market trend intelligence. ",8.9,9,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IND03027,Private Capital,Siddhart Srivastava,Partner,Delhi,Khaitan & Co,"Siddhart Srivastava's instruction metrics demonstrate steady deal activity in private credit at Khaitan & Co., built on relationships with institutional investors including Oaktree, Cerberus and Baring. 

Siddhart receives the equal second highest score for sophistication of practice. He has strong technology skills and is also keen to share his knowhow. Siddharth presents key deal features internally after completed transactions, using AI to capture and share learning. His focus on building institutional memory through technology positions him well as private credit work continues to expand in India.

Though he scores highly on multiple experience indicators, the smaller overall score reflects the low number of client ratings received during the research period.",9.6,10,8,-,8.5,1,10,10,10,10,10,10,10,10,-,-,-,-,-,-
IND02081,Private Capital,Siddharth Mody,Partner,Mumbai,J. Sagar Associates,"Siddharth Mody is a private equity and venture capital partner at JSA, advising sponsors and asset managers across growth- and control-focused transactions. His client base includes ChrysCapital, General Atlantic, 360 ONE and other leading domestic and global investors active in India’s mid-market.

His work spans minority and growth investments, platform build-outs and portfolio support, with activity concentrated in sectors attracting sustained sponsor interest. A strong media profiles contributes to Siddharth’s reputation score.",6.5,6,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IND02937,Private Capital,Sonali Mahapatra,Partner,Mumbai,TT&A,"Sonali Mahapatra has a private credit practice at TT&A, focusing on alternative credit structures in India's expanding credit market. Sonali’s reputation as one India’s leading private credit practitioners is reflected in her high number of peer mentions and strong directory presence.

Her instruction base includes leading private capital firms such as Ares Management, Brookfield, TPG, Farallon Capital, BlackRock, Davidson Kempner, PAG, Kotak, Hillhouse and Allianz. This client portfolio gives Sonali a top ten score for clients. Near-perfect client ratings across all evaluation metrics underscore both service excellence and technical competence.

At TT&A, Sonali leads a private credit practice that handles structured transactions involving multiple funding entities and layered capital arrangements. Clients engage Sonali for matters involving both technical structuring and regulatory compliance considerations.",5.9,6,6,-,9.7,4,9.5,9.5,9.5,9.5,9.5,9,10,10,-,-,-,-,-,-
IND00596,Private Capital,Srinath Dasari,Senior Partner,Bengaluru,AZB & Partners,"Srinath Dasari’s practice at AZB & Partners covers both private equity and venture capital clients on work at different phases of the corporate life- cycle. He ranks in the Top 25 for reputation and for the sophistication of his practice. 

Srinath’s deals include repeat mandates for Tiger Global Management and Vitruvian Partners over the research period. 

The AZB & Partners platform supports cross-border co-ordination and process discipline, enabling execution on compressed timelines.

Srinath's approach prioritises execution certainty and documentation-led risk management, with clients valuing his ability to maintain clarity under pressure. He receives strong client reviews, but from a relatively small number of clients over the research period. ",8.7,9,7,-,9,2,9,9,10,10,9,10,9,9,-,-,-,-,-,-
IND00600,Private Capital,Vaidhyanadhan Iyer,Senior Partner,Mumbai,AZB & Partners,"A senior partner at AZB & Partners, Vaidhyanadhan Iyer ranks second in the market for aggregate deal value over the RISE research period. Coupled with a high volume of transactions, Vaidhyanadhan has a reputation within the firm for handling more private equity deals than any other lawyer. His client roster includes Warburg Pincus, Advent, TPG and Footpath, with Warburg relying on him as a trusted adviser across its most significant mandates.

Beyond execution, Vaidhyanadhan integrates data-driven and technology-enhanced approaches into his practice. He personally championed AZB’s adoption of Harvey and built a private-equity-specific data vault containing granular deal intelligence, which he uses to strengthen analysis and accelerate decision-making in live transactions. His tech and data savvy has placed him in the Top 10 private capital lawyers in India. ",9.4,10,7,-,9.4,8,9.8,8.5,9.5,9.5,9.5,8.5,9.3,9.2,-,-,-,-,-,-
IND02118,Private Capital,Vikram Raghani,Partner,Mumbai,J. Sagar Associates,"Vikram Raghani is one of JSA Advocates & Solicitors’ leading private equity specialists, recognised across the market for his focused practice and trusted by major institutional investors. He maintains longstanding relationships with EQT and Temasek, who consistently return to him for high-value and strategically complex transactions. Over the past year, he has been busiest with financial services and consumer mandates, with manufacturing and real estate forming the remainder of his deal flow.

In a market where many peers divide their time between M&A and private equity, Vikram stands out as one of India’s most traditional, pure private equity lawyers. His inclusion in the top 10 of India’s Private Capital RISE Lawyers underscores the respect he commands among senior peers and reflects his reputation as a “practical dealmaker” known for timely, effective execution.",8.1,7,10,-,7,1,10,10,10,10,10,6,0,8,-,-,-,-,-,-
IND00261,Private Capital,Vivek Mamani,Partner,Mumbai,Khaitan & Co,"Vivek Mimani is a partner at Khaitan & Co. with a practice concentrated on private equity and venture capital fund formation. He advises managers across early-stage, growth and pre-IPO strategies, with recent mandates for Stellaris Ventures, Trust Capital, Rukam Capital and Axis AMC.

His work spans structuring India-focused AIFs, establishing investment platforms and guiding clients through SEBI approvals and regulatory requirements tied to PE and VC fund launches.

Vivek receives the third highest sophistication of practice score in the market. He incorporates technology into fund-formation workflows, using automated tools to streamline documentation and regulatory processes, supporting efficient launch cycles for PE and VC managers operating in a fast-developing market.",9.6,10,8,-,9.3,2,10,10,10,9,10,10,10,9,-,-,-,-,-,-
IND01707,Private Capital,Winnie Sherkhar,Partner,Bengaluru,IndusLaw,"Winnie Shekhar is a venture capital and private equity practitioner at CMS IndusLaw, whose broad sectoral knowhow includes expertise in flip and flip-back transactions across the technology, healthcare and defence industries.

Winnie was exceptionally active during the research period, with the top deal volume score driven by repeat clients including General Catalyst, Elevation Capital, Nexus Venture and LightRock on small-to-medium-ticket transactions.

With a focus on venture capital work, her profile amongst peers working across the private capital space was lower. However, she is highly rated in directories for her VC practice, and receives excellent client ratings from a large number of clients. Her experience score puts her in the top 10 in the market. ",6.5,6,7,-,10,4,10,10,10,9.5,10,10,10,10,-,-,-,-,-,-
IND00813,Private Capital,Yogesh Singh,Partner,Gurugram,Trilegal,"Yogesh Singh is a private equity and private credit partner at Trilegal. The firm has invested heavily in technology and data systems, building a database of more than 500 deals since markets resurged after Covid. Yogesh integrates these tools into his practice to produce trend reports, identify key findings and run detailed deal-trench analyses for clients.

Recent mandates include work for Brookfield Asset Management and Goldman Sachs, reflecting engagement from leading institutional investors. Yogesh receives strong instructions scores across all metrics, with a good client base and high deal values and volumes over the research period. 

Yogesh places in the top 10 for client experience. Clients rated him highly across all indicators and he received a large number of client reviews. ",8.7,9,7,-,9.9,4,10,10,10,10,9.6,9.6,10,10,-,-,-,-,-,-
