Resight ID,Rankings,Name,Position,Location,Organisation,Bio,Sophistication score,S Tech and data,S Pricing,S Talent development,Experience score,numberOfReferences,E Service,E Expertise,E Commerciality,E Communication,E EQ,E Strategy,E Network,E Leadership,CaseTitle1,CaseSlug1,CaseTitle2,CaseSlug2,CaseTitle3,CaseSlug3
IND01031,Competition,Rahul Rai,Partner & Co-founder,Delhi,Axiom5,"Sitting at 9th position in the RISE competition list, Rahul Rai's RISE rating reflects a strong reputation amongst peers and a busy, relationship-led practice generating consistent repeat instructions rather than one built around institutional scale or marquee visibility. The combination is notable for a boutique practitioner, where high throughput and strong word-of-mouth validation are less commonly found together. Experience metrics maxed out for service and expertise, coupled with strong instruction metrics, demonstrate a sophisticated and international client base that trust and enjoy working with Rai. The practice is enforcement-focused and contentious in character, with a pipeline of active investigation and regulator-facing mandates that sits alongside merger control work. Operating within a specialist platform rather than a full-service firm, the practice competes through focus and intensity, with the high volume profile suggesting successful positioning in conflicts-driven instructions where boutiques can move quickly.",7.6,8,8,7,9.8,5,10,10,9.6,9.6,9.6,9.6,9.6,9.6,-,-,-,-,-,-
IND00590,Competition,Ram Kumar Poornachandran,Senior Partner,Delhi,AZB & Partners,"Ram Kumar Poornachandran at AZB & Partners has his strongest RISE metrics in instructions, with complexity and client base the standout indicators. His mandates are highly scrutinised, market-shaping matters in concentrated sectors, evolving regulatory frameworks, and significant public or policy sensitivity. His client roster is dominated by global tech platforms, with almost all mandates taken on the respondent and defendant side. Talent development is a standout within his RISE sophistication metrics. He builds legal and commercial capability in parallel, running regular knowledge-sharing sessions and giving associates early exposure to client management and business development. His broader approach is client-first and commercially focused, balancing legal risk with business objectives and drawing on a strong understanding of clients' products and the wider policy context in which they operate.",7.7,6.7,5,10,8.8,2,9,9,9,9,9,9,9,9,-,-,-,-,-,-
IND01516,Competition,Ravisekhar Nair,Partner,Bengaluru,Economic Laws Practice,"Ravisekhar Nair at Economic Laws Practice scores most strongly on RISE instructions, particularly driven by the quality of his clients and the complexity of his mandates. His work spans AI studies, the digital competition bill, privacy compliance and sectoral regulation in telecom and aviation alongside merger control and enforcement, pointing to a practitioner focused on where regulation is heading rather than traditional enforcement cycles. A transaction in the glass fibre segment illustrates this approach, securing unconditional clearance in a 2-to-1 combination by persuading the Commission on import dependence and market dynamics rather than relying on conventional concentration analysis. His sophistication metrics are also notable, reflected in his focus on training and development, with an emphasis on economics, technology and geopolitics alongside core legal skills.",6.5,4.7,7,8,8.5,1,10,10,10,10,10,10,10,10,-,-,-,-,-,-
IND00511,Competition,Rohan Arora,Partner,Delhi,Shardul Amarchand Mangaldas & Co,"Rohan Arora's highest performance is found in both his RISE instructions and experience scores, reflecting his consistent involvement in high-scale mandates within a team of approximately 50 competition lawyers. His instructions are anchored by a top-tier client roster that includes global technology and investment heavyweights such as Microsoft, Meta, Uber, Bain Capital, Alpha Wave Ventures, and Apollo Healthcare. Clients provide Arora with exceptionally strong scores across all RISE experience metrics, valuing his execution-focused approach and sustained exposure to large-scale, complex matters.

Within the sophistication category, Arora differentiates himself through a significant investment in talent development. He is actively involved in training the firm's junior lawyers, focusing on sharpening soft skills and integrating AI tools into daily practice to enhance efficiency. His high scores for client quality and team leadership point to a practitioner with deep operational credibility. His practice remains balanced across merger control and enforcement, where he is recognized for his ability to navigate the capacity and breadth required for India's most resource-intensive competition mandates.",6.5,7.3,6,6,8.3,1,10,10,8,10,10,10,10,10,-,-,-,-,-,-
IND00780,Competition,Rudresh Singh,Partner,Delhi,Trilegal,"Rudresh Singh places among the top 20 RISE competition practitioners in 2026. Most notably, Singh receives one of the highest scores within the client metric and a solid volume metric, contributing to a strong overall instructions score. His client base is concentrated in repeat-mandate financial sponsors and high-profile tech platforms, and Singh notes that certain sovereign wealth funds and private equity clients each generate between four and eight competition matters annually. Singh notes that around 70%  of merger control notifications are cross-border, with one current matter coordinating filings across 15 jurisdictions spanning the US, Europe, Japan and Brazil. Singh, a younger practitioner than the average lawyer in this list, is closely involved in talent development.",6.3,5.3,5,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IND01030,Competition,Samir R Gandhi,Partner & Co-founder,Delhi,Axiom5,"Placed in the top 5 of the RISE competition rating, Samir Gandhi's highest scores are in instructions and experience. Although Gandhi performs well across all the RISE reputation metrics, his Instruction metrics reflect a busy practice of complex work for top-tier, sophisticated and typically global clients. From his performance within the experience score, clients appear to trust and enjoy working with Gandhi and award him top or near-top marks across the board.

His practice spans merger control, enforcement and competition litigation, with a distinctively commercial style of advice that centres on outcomes: knowing when to negotiate, when to litigate and how to preserve credibility before the CCI. Particularly strong on matters sitting at the intersection of competition law, including merger remedies in insolvency contexts and the overlap between antitrust, privacy, data and IP.

Gandhi also appears comparatively advanced among Indian competition practitioners in deploying technology within the practice, using AI-assisted workflows and internal knowledge systems to handle large volumes of client data and filing trends, while keeping partner judgement central to the advice.",8.4,8,8,9,9.8,4,10,10,10,10,10,10,7.6,10,-,-,-,-,-,-
IND00537,Competition,Shweta Shroff Chopra,Partner,Delhi,Shardul Amarchand Mangaldas & Co,"Shweta Shroff Chopra's highest RISE metric is sophistication, where she scores exceptionally well across all indicators. She is a prominent advocate for AI usage, specifically leveraging platforms like Harvey to build knowledge vaults that synthesize legal positions and train younger lawyers. Her approach to talent development is equally distinctive; she believes that true expertise is solidified through the act of writing and explaining, and she actively mentors her team in creating market-leading thought leadership.

Her instructions score is also robust, reflecting an almost full-scoring list of high-caliber clients. She manages a high volume of work for major entities including Reliance Industries, Nestle, Flipkart, Pepsico, and the JK Group. Approximately 90% of the firm's India competition referrals from international heavyweights like Latham, Freshfields, Skadden, and Kirkland flow through her practice. Formerly a UK finance lawyer, Chopra now splits her practice evenly between merger control and enforcement, increasingly focusing on overall strategy and client stewardship.",8.7,8.7,8,9,7.9,1,10,10,10,10,10,8,8,8,-,-,-,-,-,-
IND02652,Competition,Simran Dhir,Head Of Competition Law Practice,Delhi,S&R Associates,"Simran Dhir at S&R Associates scores most strongly on RISE Instruction metrics, with a practice defined by judgement-based merger control work in technically demanding sectors rather than filing volume. Clear examples sit in telecom and transport infrastructure, including InvIT structures and road-sector transactions, where the work turns on market definition, notifiability calibration, and persuading the CCI on practical competition effect rather than mechanical rule application. She has argued successfully that technically notifiable transactions do not merit a filing in substantive competition terms, a skill that requires both regulatory familiarity and commercial credibility. Talent development is notable within her RISE sophistication scores. She focuses early on attention to detail and high-quality writing, with continuous feedback on junior work, shifting at more senior levels to direct client interaction and greater matter ownership. A background in M&A before moving into competition gives her practice a commercially grounded character.",6.5,5.3,6,8,7.9,1,10,10,8,10,8,8,10,10,-,-,-,-,-,-
IND02948,Competition,Sonam Mathur,Partner,Delhi,TT&A,"Sonam Mathur builds her profile in RISE rise competition ranking on the quality and complexity of mandates rather than their volume, with instructions serving as her strongest metric. She represents a high-caliber roster of clients, including Apollo Tyres, Peak XV Partners, WestBridge, HSBC, and Generali. Notably, she is lead counsel for Match Group as the informant in a major enforcement case against Apple. This matter involves sophisticated challenges to the CCI's penalty powers and multiple rounds of litigation escalated to the Delhi High Court, making it one of the most closely watched antitrust proceedings in India.

Her experience scores reflect high client satisfaction, particularly regarding the tailored services she provides. While her reputation scores are not as high as her instruction metrics, she maintains a strong presence across legal directories and the legal press, where she is frequently quoted.",5.9,5.3,5,-,9.3,2,10,10,9,10,10,9,10,10,-,-,-,-,-,-
IND01772,Competition,Unnati Agrawal,Partner,Delhi,CMS INDUSLAW,"Unnati Agrawal at CMS INDUSLAW scores most strongly on her RISE experience metrics, with consistently strong client feedback across all indicators reflecting a holistic approach to client service that extends beyond legal advice to wider business impact and forward planning. RISE instruction metrics are also strong, with complexity and client base the standout sub-indicators. The complexity in her mandates is driven by evolving regulatory frameworks requiring iterative engagement with regulators and careful management of process, timing, and interpretation. Her practice sits at the intersection of competition law and wider regulatory frameworks, regularly handling matters that require navigating overlapping regimes and resolving points of statutory interpretation in high-stakes litigation and merger control contexts. She takes a personal interest in clients' businesses, preparing them for regulatory impacts down the line rather than advising on immediate legal issues alone.",5.9,4.7,8,6,8.5,1,10,10,10,10,10,10,10,10,-,-,-,-,-,-
IND02110,Competition,Vaibhav Choukse,Partner,Delhi,JSA Advocates & Solicitors,"Vaibhav Choukse has excellent instruction and experience metrics. His high scores are driven by a ""star class"" of international clients and the consistent complexity of the mandates he completes. His experience score is particularly notable for his leadership, expertise, and service quality, as well as the strength of his professional network. As an Equity Partner at JSA, Choukse divides his time equally between merger control and enforcement, managing a client base that is 70-80% international. Key instructions include Temasek Holdings, Hyundai Motors, GlaxoSmithKline, EQT, Interpublic and Ford Motor Company.

Choukse believes in a structured, institutional approach to competition law, frequently integrating economists and forensic specialists into his team. Notably, JSA was among the first firms to file a merger notification under India’s deal-value threshold rules, positioning the practice at the forefront of matters where the law is still being operationalized. Combined with regular market-facing publications, this strategy ensures his practice is built for institutional credibility and technical depth.  and technical depth.",5.5,4.7,6,6,9.8,3,10,9.4,10,9.4,9.4,9.4,10,10,-,-,-,-,-,-
IND03139,Competition,Vijay Pratap Singh Chauhan,Partner,Delhi,Cyril Amarchand Mangaldas,"Calibre of clientele is the clearest driver of Vijay Pratap Singh Chauhan's instructions profile at Cyril Amarchand Mangaldas, with the team's equal focus on merger control supporting a large number of marquee M&A transactions generated by the firm's corporate departments, and enforcement matters. His own mandates sit at the broader end of that pipeline: not merely merger notifications, but advice spanning enforcement matters, competition policy, distribution strategy and market access for companies entering or expanding in India, which gives the instructions profile a strategic dimension alongside its scale. Vijay moved into competition from a corporate and capital markets background right before the enforcement of competition law in India and subsequently built out the team's strategic trade and market access practice.  He extensively advised the UK firm that supported the UK government in negotiating the free trade agreement with India - a mandate that reflects his ability to operate with a strategic, high-level perspective, acting as both an institutional builder and a hands-on practitioner. His account of how trade liberalisation generates future competition mandates reflects a commercially mature advisory style.",6.4,6,8,6,8.3,1,10,10,10,10,10,10,8,10,-,-,-,-,-,-
IND00553,Competition,Yaman Verma,Partner,Delhi,Shardul Amarchand Mangaldas & Co,"Yaman Verma ranks as the seventh-placed competition practitioner in this RISE rating, reflecting a position at the absolute top of the market. His strongest metric is instructions, where he holds a nearly perfect score driven by exceptional client quality and the high volume of complex mandates he manages. He represents many of the largest digital and industrial entities in India, including WhatsApp, Meta, Microsoft, Flipkart, and Coal India Limited. Verma is a lead partner for WhatsApp and Meta in their major Indian litigations and a key advisor to Microsoft in high-profile abuse-of-dominance challenges.

Performances across both the RISE experience and sophistication metrics follow closely. Within sophistication, Verma’s data usage is particularly notable; he leads the real-time collection and analysis of competition decisions to inform strategy. His practice spans the full competition spectrum, from phase-two merger reviews and remedies to landmark constitutional challenges. Verma also maintains a high profile across legal directories and receives strong peer recommendations. ",7.1,7.3,7,-,8.3,1,10,10,8,10,10,10,10,10,-,-,-,-,-,-
IND00968,Competition; International Trade,Anu Monga,Partner and Co-founder,Delhi,AnantLaw,"Anu Monga achieves the second-highest experience score in her cohort, rated particularly strongly by clients for her expertise, commerciality, and communication. Instruction scores are her second strongest RISE metric, driven by advisory work for multiple Indian ministries on policy and by representing the Government of India before foreign authorities including in the US, Canada and China.

She co-leads the youngest firm in this ranking of top international trade lawyers, formed only in 2020. Perhaps partly from the agility of being a smaller, younger firm, AnantLaw is the only Indian firm using the global legal research platform VLex. It is also a signal of the practice's orientation toward international standards.

Complementary specialisations across international trade, competition law, and disputes, combined with deep government advisory work, produce a practice that is as politically attuned as it is technically grounded.",5.4,4,7,6,9,2,9,10,10,10,9,9,9,9,-,-,-,-,-,-
IND01511,Competition; International Trade,Parthsarathi Jha,Partner,Delhi,Economic Laws Practice,"Parthsarathi Jha at Economic Laws Practice appears in both the international trade and competition RISE rating, a dual recognition that reflects the quality of mandate his practice attracts in both. He scores strongly on the reputation and instructions RISE metrics for international trade, with the third-highest number of peer recommendations and a client base that includes the Government of India, whom he is currently advising on an ongoing WTO dispute with China concerning production incentive schemes in the EV sector. Jha also scores strongly on instructions for his competition work. Overall, his practice sits at the intersection of trade and technology, advising major technology companies and large e-commerce platforms on trade policy issues where cloud infrastructure and digital commerce create novel regulatory questions.",6.3,5.3,7,7,7.9,1,8,10,8,10,8,10,10,10,-,-,-,-,-,-
IND05097,Cyber,Aadya Misra,Partner,Bengaluru,Spice Route Legal,"Aadya Misra receives an excellent RISE client experience score, with a number of client recommendations and particularly high ratings for  service, commerciality and EQ (emotional quotient and ability to empathise and walk in the client's shoes). Misra is also included in the list on the basis of a strong RISE instruction score. Misra has a purely data protection and cyber focused practice, one of the few in this cohort that does not sit within a broader TMT or corporate department. Her clients include  domestic Indian companies expanding into the EU, Southeast Asia, the Middle East, and the US, where cross-border data transfer and localisation requirements drive most of the complexity. Her work includes data governance structures, cybersecurity, and data architecture compliance across Indian and foreign jurisdictions. Misra also makes use of a client-facing data hub offering compliance tools and an interactive comparative map of data and cyber laws, reflected in her sophistication of practice RISE score. Her EnRoute programme offers 100 hours of free legal service to small companies and also provides a structured training ground for junior lawyers building advisory confidence under supervision.",5.7,3.3,6,8,9.8,4,10,9.6,10,9.6,10,9.6,9.6,9.6,-,-,-,-,-,-
IND04874,Cyber,Akash Karmakar,Partner,Delhi,"Panag, Babu & Sarangi","Sitting just outside the top 10, Akash Karmakar ranks highly in this list with the top score for the RISE instructions metric. Unlike the broad transactional and advisory practices of most lawyers in this list, he specialises on supporting clients through cybersecurity incidents and crises, alongside a wider practice encompassing strategic transactions, regulatory advisory, and specialised privacy work. Post-incident support includes immediate remediation, regulatory reporting, root cause analysis, ransomware negotiations and breach reporting. Karmakar handles a high volume of incidents and is often engaged to advise on the most severe cyberattacks and data breaches.  He is one of the few cyber lawyers in India to conduct ransomware negotiations directly, allowing the client to preserve attorney-client privilege while also ensuring sanctions and anti-bribery compliance. He scores well on the experience metric as clients were ready to provide strong reviews.",5,6,5,4,9.3,2,10,10,10,10,10,10,8,10,-,-,-,-,-,-
IND00291,Cyber,Anirban Mohapatra,Partner,Bengaluru,Cyril Amarchand Mangaldas,"Anirban Mohapatra receives a high RISE client experience score. Clients rated his service, commerciality, EQ and network particularly highly. Mohapatra's score on the RISE instruction metric reflects a cross-sector practice spanning large technology companies, domestic and global banks, insurance companies, and platforms. His cyber advisory practice sits within the firm's new Digital Plus practice, a unified team that covers transactions, advisory, and incident response for clients. A strong score on the RISE sophistication metric is also is based on an advanced use of technology and approach to talent development. Mohapatra's training philosophy requires junior lawyers to understand technology architecture before advising on it. The firm uses legal AI tool Legora, and his team has built a proprietary prompt library refined in weekly sessions, with AI now deployed on transaction checklists, drafting, summarisation, and first-response analysis across data-heavy matters. He also authored a public cybersecurity handbook drawing on global precedent and client experience.",7.4,8,7,7,9,2,10,9,10,9,10,8,10,9,-,-,-,-,-,-
IND00298,Cyber,Arun S Prabhu,Partner (Co-Head - Technology & Telecommunications),Bengaluru,Cyril Amarchand Mangaldas,"Arun S Prabhu has developed a leading cyber practice at the firm over the past two decades, and is frequently quoted in the press as a thought leader on data protection and  technology law and policy. This is shown in his leading score for the RISE news media metric, and strong overall reputation rating. He acts for many global tech giants, but his transactional and advisory work cuts across sectors as organisations look to implement new compliance measures to meet India's new data protection requirements. Prabhu is closely engaged with the Indian regulators and helps client anticipate changes in India's rapidly changing regulatory environment. Amongst the tech-savvy cyber practitioners, he also scores highly on the RISE sophistication metrics. He uses a range of AI tools for document review, red teaming, and client-specific tasks, and to help more accurately predict client fees.",6.8,8,10,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IND00095,Cyber,Harsh Walia,Partner,Delhi,Khaitan & Co,"Harsh Walia spent his early career inside British Telecom and Bharti Airtel before joining Khaitan in 2011, and that in-house background shapes a practice where telecom and technology regulations increasingly overlap. His instruction score is his strongest RISE metric, acting for large Indian and International clients on telecom licensing, AI and privacy governance, cross-border data flows, fintech regulation, and cybersecurity incident response. He has a good understanding of government and regulators having participated in closed-door drafting sessions for the DPDP Act. His high sophistication of practice RISE score draws on advanced use of technology, including the firm's proprietary AI and precedent systems. His most characteristic mandates involve advising on matters involving privacy issues, OTT, cloud telephony and emerging technologies such as digital payments and AI ransomware attacks where the legal problem is not just the breach but the payment, navigating FEMA, RBI, IPC, and CrPC simultaneously while advising clients through high pressure and urgent situations.",6.7,7.3,7,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IND00455,Cyber,Hemant Krishna,Partner,Bengaluru,Shardul Amarchand Mangaldas & Co,"Hemant Krishna joined SAM in 2023, after working in technology practices at other leading law firms and a stint as a legal tech entrepreneur. He receives the second highest score on the RISE sophistication of practice metric, as one of the most tech-savvy practitioners in this list. Krishna was part of the team at SAM which led the evaluation and roll-out of legal AI tool Harvey. He was involved in digital transformation projects at previous firms as well, and says he now ""uses AI as regularly as email but always with critical distance and deliberate skepticism."" His TMT transactional and regulatory practice has a significant focus on tech sector M&A, and Krishna also handles data and cyber advisory work as part of these larger client mandates.",8.2,10,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IND00732,Cyber,Jaideep Reddy,Partner,Bengaluru,Trilegal,"Jaideep Reddy ranks eleventh in the 2026 RISE cyber rating with strong scores for instructions and on the client experience metrics. His instruction score reflects a practice servicing top-tier clients for legally complex and high stakes work.  It includes advising companies and investors on cybersecurity matters, including breach response and crisis management, regulatory reporting, cyber due diligence in transactions, and ongoing compliance and governance. Reddy also scores well within the reputation RISE rating for his strong media profile in news and social media, where he is frequently cited as an expert on crypto. Reddy describes his practice as having a special situations focus, where he often guides clients through regulatory proceedings and crises such as hacking, data breaches and ransom demands.",7.5,7.3,9,-,8.5,1,10,10,10,10,10,10,10,10,-,-,-,-,-,-
IND00734,Cyber,Jyotsna Jayaram,Partner,Bengaluru,Trilegal,"Jyotsna Jayaram ranks fourth in the 2026 RISE cyber rating, scoring in the top 5 for the RISE instructions metric. As part of the most often recommended team for cyber advice in India, she has built a strong client base which spans global technology companies, fintech, banking and financial services, telecom, e-commerce, and manufacturing. She handled a high volume of incident management, regulatory compliance, and DPDP readiness mandates in the past year. Jayaram is particularly tuned into the technical aspects of her clients' products, and gets involved at the very early stages to assist with project development and strategy. Jayaram also scores well on the RISE sophistication metric, and regularly uses a range of advanced technology and AI tools in her work.",7,8,7,6,8.5,1,10,10,10,10,10,10,10,10,-,-,-,-,-,-
IND03226,Cyber,Mathew Chacko,Founding Partner,Bengaluru,Spice Route Legal,"Mathew Chacko receives the second highest reputation score in this RISE cyber cohort, and leads one of the busiest data protection practices in Asia. His boutique firm advises around 100 Nasdaq companies. He was the second most mentioned lawyer by peers, and receives a top score for his social media presence, alongside high scores for profile in directories and news media. His instructions scores top even these, having built a client base spanning international and domestic banks, global insurers, and technology multinationals. While his team handled 59 cyber incidents in 2025, it is the complexity of the high-stakes regulatory and strategic mandates he personally leads that makes his practice stand out.",6.3,4.7,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IND01738,Cyber,Namita Viswanath,Partner,Bengaluru,CMS INDUSLAW,"Namita Viswanath's sophistication score is her strongest RISE metric, reflecting a technology-driven practice where she has access to leading legal AI tools and works on flexible and data-driven pricing models. Viswanath also advises clients on using legal AI tools within their in-house legal teams, ensuring compliant and safe storage and sharing of data. Her RISE instruction score reflects a high-volume, cross-sector practice spanning global technology companies, financial services, insurance, healthcare, and crypto clients. Recent work includes DPDP readiness programmes that require rebuilding privacy frameworks from the ground up. She describes her differentiating quality as positioning: sophisticated clients will have already read the law, and so the value she adds is increasingly strategic. She trains the junior members of her team to also think as business enablers not just legal advisers.",6.5,7.3,8,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IND08614,Cyber,Nehaa Chaudhari,Partner,Bengaluru,Ikigai Law,"Nehaa Chaudhari has achieved a strong RISE reputation score, and was recommended by peers as a leading expert in data protection and technology policy and regulation. Her practice at Ikigai Law spans public policy, data protection compliance, AI governance, intermediary liability, telecom regulation, and cross-border data transfers alongside other commercial and transactional work. Clients include large US technology companies and foreign firms requiring India-specific advisory, and Indian startups across the full growth lifecycle. She receives a good score on the RISE sophistication of practice metric, based largely on a tech-savvy practice where she activities experiments with a range of new AI tools.",6.8,6,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IND00757,Cyber,Nikhil Narendran,Partner,Bengaluru,Trilegal,"Nikhil Narendran ranks first in the 2026 RISE cyber rating. He was the most mentioned practitioner in the market survey by a significant margin and receives the top reputation score. Cyber advice is part of Narendran's broad TMT sector practice and includes breach response, data protection implementation, AI regulatory strategy, and free speech litigation. His high instructions score draws on a client base that includes a number of global tech giants. A recent standout matter was securing a Supreme Court order reinstating a Wikimedia page taken down by Delhi High Court directive, a landmark free speech outcome in a politically challenging environment. Narendran also advises on AI policy and recently contributed to a Trilegal white paper on generative AI regulation used by the Indian government.",6.7,-,7,-,8.5,1,10,10,10,10,10,10,10,10,-,-,-,-,-,-
IND02023,Cyber,Probir Roy Chowdhury,Partner,Bengaluru,JSA Advocates & Solicitors,"Probir Roy Chowdhury ranks seventh in the 2026 RISE cyber rating where his instruction score is his strongest RISE metric. Cyber incident breach response accounts for the majority of his work alongside strategic implementation advice. One differentiator, according to Chowdhury, is the partner-level attention he gives to cyber incidents, from advising clients through a crisis to personally handling reporting and regulator follow-up. He acts for a predominantly global client base across financial services, insurance, airlines, manufacturing, and consumer-facing sectors. Chowdhury uses AI for templates and gap analysis, helping him to work quickly to reporting deadlines.",5.7,5.3,6,6,7.9,1,10,8,8,10,10,8,10,10,-,-,-,-,-,-
IND01749,Cyber,Ranjana Adhikari,Partner,Mumbai,Shardul Amarchand Mangaldas & Co,"Ranjana Adhikari ranks tenth in the 2026 RISE cyber rating receiving one of the highest experience scores in the list. Client reviews highlight her strength in leadership, expertise, commerciality and communication skills. Her practice combines cyber and AI legal advice, often working on cross-border mandates and acting as a single point of contact for multi-jurisdictional data projects. She frequently engages with government and regulators on shaping new legal and regulatory frameworks. An excellent RISE sophistication score is based on a data-driven approach to predictive pricing and her emphasis on the development of junior members of the team. Her own practice has a strong focus on research and thought leadership to keep up-to-date with fast moving technology and regulation, and she encourages her team to take a similar approach, giving them opportunities to gain exposure to the latest ideas.",8.3,6.7,10,9,9,2,9,10,10,10,9,9,8,10,-,-,-,-,-,-
IND04894,Cyber,Rishi Anand,Partner,Delhi,DSK Legal,"Rishi Anand has a broad corporate practice which also includes crisis management, digital crimes and a technology and TMT industry focus. He advises clients on new digital products, tech-focused M&A, and policy and regulatory work. He was involved in drafting India's incoming DPDP Act and building the legal framework for India's dominant digital payments infrastructure. Anand has built deep expertise in a number of emerging areas, including digital payments, fintech and ecommerce. His RISE sophistication score reflects his use of AI and promotion of alternatives to the hourly rate, including output-based fee arrangements.",6.1,5.3,6,7,8.5,1,10,10,10,10,10,10,10,10,-,-,-,-,-,-
IND02052,Cyber,Sajai Singh,Partner,Bengaluru,JSA Advocates & Solicitors,"Sajai Singh's strong RISE reputation score places him in the top ten overall, with the leading RISE rating for directory profile and social media presence. His instruction score reflects a busy practice across advisory and incident response matters. Singh handles roughly 30 to 40 matters in each category annually, with a focus on advising international clients on Indian reporting requirements relating to global breach events. He has built decades of experience in cyber and data protection, advising clients on these matters before any Indian laws existed. His experience in the technology space extends back further, and Singh contributed directly to drafting India's IT Act implemented in 2000 and to subsequent rules.",5.2,4,4,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IND01762,Cyber,Shreya Suri,Partner,Delhi,CMS INDUSLAW,"Shreya Suri's instructions score is her strongest RISE metric. It reflects a busy DPDP readiness practice advising clients across  a range of industries. Much of her work is focused forward-looking compliance programmes rather than reactive incident response. The complexity in her mandates comes less from ticket size than from advising in genuine legal lacunae, helping listed and regulated clients take positions that need to hold up once enforcement begins. She participated in government consultations that shaped the DPDP Act and has experience with other data protection legislation, including Europe's GDPR . A good RISE sophistication of practice score draws on use of data, including the CMS internal enforcement tracker covering real-time EU and UK regulatory developments, and a flexible approach to pricing.",6.2,6,7,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IND08615,Cyber,Sreenidhi Srinivasan,Partner,Delhi,Ikigai Law,"Sreenidhi Srinivasan heads the data protection practice at Ikigai Law, with a background spanning think tank policy work that informed India's enacted data protection framework and postgraduate study in the US focused on cross-border data transfers. Her RISE instruction score reflects a practice now weighted 80% toward client product advice and 20% policy work, advising both global and Indian companies on data governance and compliance ahead of DPDP implementation. Her high score on the RISE sophistication of practice metric reflects her technologically advanced practice. AI is used for simulations and training for data breaches, contract negotiations or in fine tuning cases.",7.7,7.3,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IND00235,Cyber,Supratim Chakraborty,Partner,Kolkata,Khaitan & Co,"Supratim Chakraborty ranks third in the 2026 RISE cyber rating, and sits near the top of the list across all RISE indicators. He co-leads the data and TMT practice at Khaitan where he helped set up a specialist team in 2011 to handle cyber breach responses. He has built deep expertise advising clients throughout the process of a cyber breach, drawing on his proximity and understanding of the regulator and data policy. Chakraborty helped to shape the incoming DPDP Act, advising on points related to data processor liability. He leads a team with international certifications which has  suffered no attrition - a fact Chakraborty says clients notice and value. His high score on the RISE instructions metric is built on high-complexity, high-stakes mandates across financial services, insurance, healthcare, pharma, and manufacturing.  He receives a strong score on the RISE client experience metric and is praised in particular for his deep subject matter knowledge.",6.9,6.7,7,7,7.9,1,8,10,10,8,8,10,10,10,-,-,-,-,-,-
IND08616,Cyber,Utham Chengappa,Partner,Bengaluru,Mani Chengappa & Mathur,"Utham Chengappa has built a good profile in the technology sector. His RISE instruction score is driven by a start-up-focused practice where complexity comes not from deal size but advising businesses where technology is developing faster than  legal and regulatory frameworks. While his broad practices covers areas outside cyber, he regularly advises founders on related areas including regulatory compliance, product commercialisation, and data protection across sectors including gaming, aerospace, and defence manufacturing. After nearly ten years working in-house, Chengappa brings a different perspective to his work with clients.",4.1,3.3,4,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IND02646,International Trade,Ajinkya Gunjan Mishra,Partner,Delhi,S&R Associates,"Ajinkya Gunjan Mishra carries some of the highest news and social media scores in this cohort, writing throughout 2025 on topics including the effects of US tariffs and opportunities for India's defence sector. His instruction record in the same year includes a rare disputed benefits case under the India-Japan CEPA, one of India's most active trade corridors in Asia-Pacific.

Appearances for Mishra relating to trade remedies are largely concentrated in Indian forums across all levels, including the Supreme Court, primarily for multinationals, whom he also acts for on an advisory basis.

An MBA from the Indian Institute of Foreign Trade, taken thirteen years ago when that combination was uncommon for a mid-career trade lawyer, signals a commercial orientation that has shaped how he has approached mandates since.",6.5,6.7,7,6,8.5,1,10,10,10,10,10,10,10,10,-,-,-,-,-,-
IND02193,International Trade,Ankur Sharma,Partner,Delhi,Lakshmikumaran & Sridharan,"Ankur Sharma at Lakshmikumaran & Sridharan has established a leading position in sanctions and carbon border adjustment mechanism advisory, two of the fastest-moving sub-practice areas in international trade, at a moment when most practitioners are still developing their footing in both. Sharma scores in the top 5 for the RISE instructions metric as a result of his expertise in these frontier specialisms.

Sharma's talent development for junior lawyers is also strong, with training structured around emerging laws paired with business development strategy. A background in engineering rather than the accountancy qualifications more common among trade lawyers gives him a mathematical foundation that he applies directly to the economic analysis that CBAM work demands.",6,4,6,8,6.8,1,6,8,8,8,8,8,8,8,-,-,-,-,-,-
